failed to get console mode for stdout: The handle is invalid.
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
c1fba683b611   proof-of-training-quality-node2-1    0.07%     65.7MiB / 7.702GiB    0.83%     2.08MB / 2.08MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    0.03%     65.02MiB / 7.702GiB   0.82%     2.08MB / 2.09MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   22.16%    83.22MiB / 7.702GiB   1.06%     2.17MB / 2.19MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    17.73%    83.79MiB / 7.702GiB   1.06%     2.17MB / 2.15MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    21.95%    83.46MiB / 7.702GiB   1.06%     2.17MB / 2.19MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    18.80%    85.54MiB / 7.702GiB   1.08%     2.17MB / 2.14MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    16.26%    85.38MiB / 7.702GiB   1.08%     2.17MB / 2.15MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    16.56%    59.44MiB / 7.702GiB   0.75%     2.17MB / 2.13MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    17.16%    58.27MiB / 7.702GiB   0.74%     2.17MB / 2.16MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    22.65%    58.31MiB / 7.702GiB   0.74%     2.17MB / 2.19MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    16.39%    57.93MiB / 7.702GiB   0.73%     2.17MB / 2.18MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    24.48%    58.67MiB / 7.702GiB   0.74%     2.18MB / 2.19MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   22.16%    83.22MiB / 7.702GiB   1.06%     2.17MB / 2.19MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    17.73%    83.79MiB / 7.702GiB   1.06%     2.17MB / 2.15MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    21.95%    83.46MiB / 7.702GiB   1.06%     2.17MB / 2.19MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    18.80%    85.54MiB / 7.702GiB   1.08%     2.17MB / 2.14MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    16.26%    85.38MiB / 7.702GiB   1.08%     2.17MB / 2.15MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    16.56%    59.44MiB / 7.702GiB   0.75%     2.17MB / 2.13MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    17.16%    58.27MiB / 7.702GiB   0.74%     2.17MB / 2.16MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    22.65%    58.31MiB / 7.702GiB   0.74%     2.17MB / 2.19MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    16.39%    57.93MiB / 7.702GiB   0.73%     2.17MB / 2.18MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    24.48%    58.67MiB / 7.702GiB   0.74%     2.18MB / 2.19MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   41.65%    83.36MiB / 7.702GiB   1.06%     2.41MB / 2.47MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.20%    83.95MiB / 7.702GiB   1.06%     2.41MB / 2.41MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.43%    83.57MiB / 7.702GiB   1.06%     2.41MB / 2.42MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    43.61%    85.85MiB / 7.702GiB   1.09%     2.41MB / 2.4MB    0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.08%    85.53MiB / 7.702GiB   1.08%     2.41MB / 2.38MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    38.58%    59.72MiB / 7.702GiB   0.76%     2.41MB / 2.37MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.03%    58.55MiB / 7.702GiB   0.74%     2.42MB / 2.39MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.38%    58.7MiB / 7.702GiB    0.74%     2.41MB / 2.43MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    38.67%    58.15MiB / 7.702GiB   0.74%     2.41MB / 2.44MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    39.55%    59.11MiB / 7.702GiB   0.75%     2.42MB / 2.42MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   41.65%    83.36MiB / 7.702GiB   1.06%     2.41MB / 2.47MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    40.20%    83.95MiB / 7.702GiB   1.06%     2.41MB / 2.41MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    39.43%    83.57MiB / 7.702GiB   1.06%     2.41MB / 2.42MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    43.61%    85.85MiB / 7.702GiB   1.09%     2.41MB / 2.4MB    0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.08%    85.53MiB / 7.702GiB   1.08%     2.41MB / 2.38MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    38.58%    59.72MiB / 7.702GiB   0.76%     2.41MB / 2.37MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    39.03%    58.55MiB / 7.702GiB   0.74%     2.42MB / 2.39MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    38.38%    58.7MiB / 7.702GiB    0.74%     2.41MB / 2.43MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    38.67%    58.15MiB / 7.702GiB   0.74%     2.41MB / 2.44MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    39.55%    59.11MiB / 7.702GiB   0.75%     2.42MB / 2.42MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.79%    83.47MiB / 7.702GiB   1.06%     2.65MB / 2.7MB    0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.16%    84.03MiB / 7.702GiB   1.07%     2.65MB / 2.64MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    35.22%    83.66MiB / 7.702GiB   1.06%     2.65MB / 2.64MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    40.92%    85.96MiB / 7.702GiB   1.09%     2.65MB / 2.64MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    34.03%    85.61MiB / 7.702GiB   1.09%     2.65MB / 2.6MB    0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    44.42%    63.94MiB / 7.702GiB   0.81%     2.65MB / 2.65MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.77%    62.67MiB / 7.702GiB   0.79%     2.66MB / 2.66MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    47.47%    62.92MiB / 7.702GiB   0.80%     2.65MB / 2.73MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.43%    62.41MiB / 7.702GiB   0.79%     2.66MB / 2.67MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    33.61%    63.29MiB / 7.702GiB   0.80%     2.67MB / 2.59MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   38.79%    83.47MiB / 7.702GiB   1.06%     2.65MB / 2.7MB    0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.16%    84.03MiB / 7.702GiB   1.07%     2.65MB / 2.64MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    35.22%    83.66MiB / 7.702GiB   1.06%     2.65MB / 2.64MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    40.92%    85.96MiB / 7.702GiB   1.09%     2.65MB / 2.64MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    34.03%    85.61MiB / 7.702GiB   1.09%     2.65MB / 2.6MB    0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    44.42%    63.94MiB / 7.702GiB   0.81%     2.65MB / 2.65MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    41.77%    62.67MiB / 7.702GiB   0.79%     2.66MB / 2.66MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    47.47%    62.92MiB / 7.702GiB   0.80%     2.65MB / 2.73MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    41.43%    62.41MiB / 7.702GiB   0.79%     2.66MB / 2.67MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    33.61%    63.29MiB / 7.702GiB   0.80%     2.67MB / 2.59MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.66%    83.59MiB / 7.702GiB   1.06%     2.91MB / 3.03MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.91%    84.14MiB / 7.702GiB   1.07%     2.91MB / 2.91MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.37%    83.87MiB / 7.702GiB   1.06%     2.92MB / 2.89MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    45.66%    86.08MiB / 7.702GiB   1.09%     2.91MB / 2.95MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.75%    85.75MiB / 7.702GiB   1.09%     2.91MB / 2.86MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    47.67%    64.19MiB / 7.702GiB   0.81%     2.91MB / 2.95MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    34.92%    62.86MiB / 7.702GiB   0.80%     2.92MB / 2.88MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    33.32%    63.39MiB / 7.702GiB   0.80%     2.92MB / 2.92MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    34.06%    62.55MiB / 7.702GiB   0.79%     2.92MB / 2.89MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.85%    63.34MiB / 7.702GiB   0.80%     2.93MB / 2.84MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.66%    83.59MiB / 7.702GiB   1.06%     2.91MB / 3.03MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.91%    84.14MiB / 7.702GiB   1.07%     2.91MB / 2.91MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.37%    83.87MiB / 7.702GiB   1.06%     2.92MB / 2.89MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    45.66%    86.08MiB / 7.702GiB   1.09%     2.91MB / 2.95MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    39.75%    85.75MiB / 7.702GiB   1.09%     2.91MB / 2.86MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    47.67%    64.19MiB / 7.702GiB   0.81%     2.91MB / 2.95MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    34.92%    62.86MiB / 7.702GiB   0.80%     2.92MB / 2.88MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    33.32%    63.39MiB / 7.702GiB   0.80%     2.92MB / 2.92MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    34.06%    62.55MiB / 7.702GiB   0.79%     2.92MB / 2.89MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    36.85%    63.34MiB / 7.702GiB   0.80%     2.93MB / 2.84MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.66%    83.59MiB / 7.702GiB   1.06%     2.91MB / 3.03MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    39.91%    84.14MiB / 7.702GiB   1.07%     2.91MB / 2.91MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    46.63%    83.85MiB / 7.702GiB   1.06%     3.15MB / 3.14MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    35.89%    86.18MiB / 7.702GiB   1.09%     3.14MB / 3.15MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    43.75%    85.84MiB / 7.702GiB   1.09%     3.15MB / 3.1MB    0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    42.76%    64.34MiB / 7.702GiB   0.82%     3.14MB / 3.16MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.79%    63.23MiB / 7.702GiB   0.80%     3.15MB / 3.13MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    43.19%    63.58MiB / 7.702GiB   0.81%     3.15MB / 3.17MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    37.02%    63.14MiB / 7.702GiB   0.80%     3.15MB / 3.12MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    33.67%    63.56MiB / 7.702GiB   0.81%     3.16MB / 3.08MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   36.62%    83.74MiB / 7.702GiB   1.06%     3.14MB / 3.24MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    46.32%    84.24MiB / 7.702GiB   1.07%     3.14MB / 3.17MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    46.63%    83.85MiB / 7.702GiB   1.06%     3.15MB / 3.14MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    35.89%    86.18MiB / 7.702GiB   1.09%     3.14MB / 3.15MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    43.75%    85.84MiB / 7.702GiB   1.09%     3.15MB / 3.1MB    0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    42.76%    64.34MiB / 7.702GiB   0.82%     3.14MB / 3.16MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.79%    63.23MiB / 7.702GiB   0.80%     3.15MB / 3.13MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    43.19%    63.58MiB / 7.702GiB   0.81%     3.15MB / 3.17MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    37.02%    63.14MiB / 7.702GiB   0.80%     3.15MB / 3.12MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    33.67%    63.56MiB / 7.702GiB   0.81%     3.16MB / 3.08MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   36.62%    83.74MiB / 7.702GiB   1.06%     3.14MB / 3.24MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    46.32%    84.24MiB / 7.702GiB   1.07%     3.14MB / 3.17MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    46.63%    83.85MiB / 7.702GiB   1.06%     3.15MB / 3.14MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    35.89%    86.18MiB / 7.702GiB   1.09%     3.14MB / 3.15MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    43.75%    85.84MiB / 7.702GiB   1.09%     3.15MB / 3.1MB    0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    42.76%    64.34MiB / 7.702GiB   0.82%     3.14MB / 3.16MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    37.79%    63.23MiB / 7.702GiB   0.80%     3.15MB / 3.13MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    43.19%    63.58MiB / 7.702GiB   0.81%     3.15MB / 3.17MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    37.02%    63.14MiB / 7.702GiB   0.80%     3.15MB / 3.12MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    33.67%    63.56MiB / 7.702GiB   0.81%     3.16MB / 3.08MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   35.53%    83.88MiB / 7.702GiB   1.06%     3.43MB / 3.5MB    0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    38.63%    84.48MiB / 7.702GiB   1.07%     3.43MB / 3.45MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    40.94%    84.1MiB / 7.702GiB    1.07%     3.43MB / 3.44MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    40.22%    86.33MiB / 7.702GiB   1.09%     3.43MB / 3.45MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    44.28%    86.01MiB / 7.702GiB   1.09%     3.43MB / 3.44MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.86%    64.55MiB / 7.702GiB   0.82%     3.43MB / 3.51MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    34.17%    63.62MiB / 7.702GiB   0.81%     3.45MB / 3.35MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    45.67%    63.82MiB / 7.702GiB   0.81%     3.44MB / 3.5MB    0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    33.01%    63.23MiB / 7.702GiB   0.80%     3.45MB / 3.34MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.34%    63.88MiB / 7.702GiB   0.81%     3.45MB / 3.37MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   35.53%    83.88MiB / 7.702GiB   1.06%     3.43MB / 3.5MB    0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    38.63%    84.48MiB / 7.702GiB   1.07%     3.43MB / 3.45MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    40.94%    84.1MiB / 7.702GiB    1.07%     3.43MB / 3.44MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    40.22%    86.33MiB / 7.702GiB   1.09%     3.43MB / 3.45MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    44.28%    86.01MiB / 7.702GiB   1.09%     3.43MB / 3.44MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.86%    64.55MiB / 7.702GiB   0.82%     3.43MB / 3.51MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    34.17%    63.62MiB / 7.702GiB   0.81%     3.45MB / 3.35MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    45.67%    63.82MiB / 7.702GiB   0.81%     3.44MB / 3.5MB    0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    33.01%    63.23MiB / 7.702GiB   0.80%     3.45MB / 3.34MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    42.34%    63.88MiB / 7.702GiB   0.81%     3.45MB / 3.37MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.52%    84.07MiB / 7.702GiB   1.07%     3.75MB / 3.84MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    41.44%    84.55MiB / 7.702GiB   1.07%     3.75MB / 3.79MB   0B / 0B     7
61c855158cf8   proof-of-training-quality-node8-1    37.83%    84.16MiB / 7.702GiB   1.07%     3.75MB / 3.78MB   0B / 0B     7
fb49d769878d   proof-of-training-quality-node7-1    38.49%    86.48MiB / 7.702GiB   1.10%     3.75MB / 3.79MB   0B / 0B     7
fab3efc9cdd1   proof-of-training-quality-node6-1    44.45%    86.2MiB / 7.702GiB    1.09%     3.73MB / 3.82MB   0B / 0B     7
a121a0f49f45   proof-of-training-quality-node5-1    40.38%    64.91MiB / 7.702GiB   0.82%     3.74MB / 3.78MB   0B / 0B     7
0777b920b400   proof-of-training-quality-node4-1    38.95%    63.83MiB / 7.702GiB   0.81%     3.77MB / 3.64MB   0B / 0B     7
73f7f18c2b87   proof-of-training-quality-node3-1    33.00%    64.05MiB / 7.702GiB   0.81%     3.76MB / 3.74MB   0B / 0B     7
c1fba683b611   proof-of-training-quality-node2-1    42.39%    63.43MiB / 7.702GiB   0.80%     3.77MB / 3.66MB   0B / 0B     7
ea40d082c391   proof-of-training-quality-node1-1    37.00%    63.99MiB / 7.702GiB   0.81%     3.77MB / 3.71MB   0B / 0B     7
[2J[HCONTAINER ID   NAME                                 CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O   PIDS
778643d548d0   proof-of-training-quality-node10-1   42.52%    84.07MiB / 7.702GiB   1.07%     3.75MB / 3.84MB   0B / 0B     7
c95b581408cb   proof-of-training-quality-node9-1    41.44%    84.55MiB / 7.702GiB   1.07%     3.75MB / 3.79MB   0B / 0B     7
